protein_position,competition_label,canonical_gene_symbol,resolution,resolution_note,uniprot_accession,uniprot_entry_name,sgd_id,systematic_name,protein_name,sequence_length,sequence_sha256,string_id,biogrid_id,reactome_ids,kegg_ids,go_ids,uniprot_pathway
768,CSI1,CSI1,primary_exact,,Q04368,CSI1_YEAST,S000004627,YMR025W,Cop9 signalosome-interactor 1,295,a0de460bb470a2ee7313ffb831630b45be5d0d0fbb5f670a07a25484aa2b7672,4932.YMR025W,35197,,sce:YMR025W,GO:0000338; GO:0000747; GO:0000754; GO:0005634; GO:0005737; GO:0008180; GO:0071444; GO:2000434,
769,CSL4,CSL4,primary_exact,,P53859,CSL4_YEAST,S000005176,YNL232W,Exosome complex component CSL4 (CEP1 synthetic lethal protein 4),292,2637d66a94370549e7ddb0e770eff3fe48a1123acabc27155940aafc5795c82b,4932.YNL232W,35606,R-SCE-429958;R-SCE-450385;R-SCE-450513;R-SCE-6791226,sce:YNL232W,GO:0000176; GO:0000177; GO:0000467; GO:0000956; GO:0003723; GO:0005634; GO:0005730; GO:0005737; GO:0006396; GO:0006397; GO:0006401; GO:0070481; GO:0071035; GO:0071038,
770,CSM1,CSM1,primary_exact,,P25651,CSM1_YEAST,S000000682,YCR086W,Monopolin complex subunit CSM1 (Chromosome segregation in meiosis protein 1),190,11431874a9559826c32d4630a76adb78c1f4ae1361c324e4ab34cbe7c1f88088,4932.YCR086W,31058,,sce:YCR086W,GO:0005635; GO:0005730; GO:0033551; GO:0034503; GO:0034506; GO:0042802; GO:0045132; GO:0045143; GO:0045144; GO:0051315; GO:0051455; GO:0051754; GO:0070550; GO:0072686; GO:1990644,
771,CSM2,CSM2,primary_exact,,P40465,CSM2_YEAST,S000001394,YIL132C,Chromosome segregation in meiosis protein 2,213,70a54b637ad7b86880f8d6107c603493b5e71bf91815c61e5a37ba055522d10b,4932.YIL132C,34859,,sce:YIL132C,GO:0000725; GO:0000730; GO:0003688; GO:0003697; GO:0005634; GO:0005737; GO:0035861; GO:0042275; GO:0043007; GO:0045132; GO:0097196; GO:1903112,
772,CSM3,CSM3,primary_exact,,Q04659,CSM3_YEAST,S000004651,YMR048W,Chromosome segregation in meiosis protein 3,317,6030f3c2759a151f6e6cd281bdf04ccf42bede21e33993054c56ca6bf5030140,4932.YMR048W,35222,,sce:YMR048W,GO:0000076; GO:0003677; GO:0005634; GO:0005737; GO:0006281; GO:0007064; GO:0031297; GO:0031298; GO:0034087; GO:0043111; GO:0043570; GO:0043596; GO:0045132,
773,CSN12,CSN12,primary_exact,,P47130,CSN12_YEAST,S000003844,YJR084W,Cop9 signalosome complex subunit 12,423,589183e06e1b12f6659dcd455f4a68b781bb08b17f5c54ac8b4b3987c4958d5d,4932.YJR084W,33839,,sce:YJR084W,GO:0000398; GO:0000747; GO:0000754; GO:0000791; GO:0003690; GO:0003723; GO:0005634; GO:0005737; GO:0006351; GO:0008180; GO:0071444; GO:2000434,
774,CSN9,CSN9,primary_exact,,Q03981,CSN9_YEAST,S000002586,YDR179C,COP9 signalosome complex subunit 9,162,9ba7b67d976072a1d8657c4e3dda5b6f9c4871e46d62950e2072bba1706f5ab1,4932.YDR179C,32232,R-SCE-156827;R-SCE-72649;R-SCE-72695;R-SCE-72702,sce:YDR179C,GO:0000338; GO:0000747; GO:0000754; GO:0002183; GO:0005634; GO:0005852; GO:0008180; GO:0071444; GO:2000434,
775,CSR1,CSR1,primary_exact,,Q06705,CSR1_YEAST,S000004372,YLR380W,Phosphatidylinositol transfer protein CSR1 (CHS5 SPA2 rescue protein 1) (SEC14 homolog protein 2),408,94552f80b7af430c45bd778c4c37bb7753d63028e0e1a0f0950607da288a0360,4932.YLR380W,31639,,sce:YLR380W,GO:0005628; GO:0005739; GO:0005768; GO:0005811; GO:0005829; GO:0006893; GO:0008526; GO:0009395; GO:0015914; GO:0043001; GO:0045717; GO:0046488; GO:1901352; GO:2001247,
776,CSR2,CSR2,primary_exact,,Q12734,CSR2_YEAST,S000006234,YPR030W,Transcription factor CSR2 (CHS5 SPA2 rescue protein 2),1121,5366dac68b7ab98564f12ff73993e8b2b27eacfa580ca499a221fd24cf72cf32,4932.YPR030W,36208,,sce:YPR030W,GO:0005634; GO:0005737; GO:0005829; GO:0006351; GO:0006357; GO:0030674; GO:0031505; GO:0031625; GO:0070086,
777,CSS1,CSS1,primary_exact,,P40442,CSS1_YEAST,S000001431,YIL169C,Secreted protein CSS1 (Condition specific secretion protein 1) (Haze protective factor 1'),995,9bb13318c2ff055dc77688aa434cdee9934a780f275a77c87c9f65b12d4a32ce,4932.YIL169C,34825,,sce:YIL169C,GO:0000785; GO:0005576; GO:0007165; GO:0008157; GO:0009277; GO:0016020; GO:0016192; GO:0061025; GO:0071944; GO:0072357,
778,CSS2,CSS2,primary_exact,,P43600,CSS2_YEAST,S000001916,YFR020W,Secreted protein CSS2 (Condition specific secretion protein 2),232,bf5cb00bd21e9c6e9df8a91b2dd6fa7116fb2967c8d35291b989657ac789b3c9,4932.YFR020W,300363,,sce:YFR020W,GO:0005576; GO:0005783,
779,CSS3,CSS3,primary_exact,,Q08300,CSS3_YEAST,S000005519,YOL159C,Secreted protein CSS3 (Condition specific secretion protein 3),171,93b60424bf57856f73c42f5df785adb555b12ef9b4824c947850e33cce380359,4932.YOL159C,34259,,sce:YOL159C,GO:0005576; GO:0005737; GO:0071944,
780,CST26,CST26,primary_exact,,P38226,CST26_YEAST,S000000246,YBR042C,2-acyl-1-lysophosphatidylinositol acyltransferase (EC 2.3.-.-) (Acyl-CoA:lyso-PI acyltransferase) (Chromosome stability protein 26) (Phosphatidylinositol stearoyl incorporating protein 1),397,360aee3a1bba638db8d09edf265c702840ca77ccb37e9d55dca1126a2ae5a03f,4932.YBR042C,32743,R-SCE-1482798;R-SCE-1482925;R-SCE-1483166,sce:YBR042C,GO:0005783; GO:0005811; GO:0008654; GO:0012505; GO:0016746; GO:0036149,
781,CST6,CST6,primary_exact,,P40535,ACA2_YEAST,S000001298,YIL036W,ATF/CREB activator 2 (Chromosome stability protein CST6),587,3a74b5dd6c87530190c3e80569a1de52c411ebec0cc9fc0e4996e52bf068bf38,4932.YIL036W,34954,R-SCE-3214847;R-SCE-450341,sce:YIL036W,GO:0000978; GO:0000981; GO:0001228; GO:0005634; GO:0005829; GO:0006351; GO:0006357; GO:0033554; GO:0043565; GO:0045944; GO:0071244; GO:0071400,
782,CTA1,CTA1,primary_exact,,P15202,CATA_YEAST,S000002664,YDR256C,Peroxisomal catalase A (EC 1.11.1.6),515,537fa409db6d32cf96c8efd1f78e7bc14fbfc3c92b076506ef5f83da9d93e23b,4932.YDR256C,32306,R-SCE-3299685;R-SCE-6798695;R-SCE-9033241,sce:YDR256C,GO:0000302; GO:0004096; GO:0005737; GO:0005739; GO:0005759; GO:0005777; GO:0005782; GO:0020037; GO:0042542; GO:0042744; GO:0046872,
783,CTF13,CTF13,primary_exact,,P35203,CBF3C_YEAST,S000004700,YMR094W,Centromere DNA-binding protein complex CBF3 subunit C (Chromosome transmission fidelity protein 13) (Kinetochore protein CTF13),478,8b7fe29bc31462821af1e8bf1676ee74db503212594b6d82b7f84d7aa005d432,4932.YMR094W,35269,,sce:YMR094W,GO:0000776; GO:0000921; GO:0008301; GO:0031518; GO:0051382,
784,CTF18,CTF18,primary_exact,,P49956,CTF18_YEAST,S000004683,YMR078C,Chromosome transmission fidelity protein 18,741,156cf677b796c2aaebdb1cd6921ef4a0fd409dce1c8b22e2d01eadc82b0b8d81,4932.YMR078C,35254,,sce:YMR078C,GO:0000724; GO:0003677; GO:0005524; GO:0005634; GO:0005739; GO:0006270; GO:0007064; GO:0016887; GO:0031390; GO:0034398; GO:0035753; GO:0043596,
785,CTF19,CTF19,primary_exact,,Q02732,CENPP_YEAST,S000005939,YPL018W,Inner kinetochore subunit CTF19 (CENP-P homolog) (Chromosome transmission fidelity protein 19) (Constitutive centromere-associated network protein CTF19) (Minichromosome maintenance protein 18),369,84b277248a067373345c37db7026c2bb84c7891cf207640c3da47e84b147ae90,4932.YPL018W,36159,,sce:YPL018W,GO:0000776; GO:0000817; GO:0005634; GO:0007059; GO:0007094; GO:0008608; GO:0034087; GO:0051301; GO:0051321; GO:0071459,
786,CTF3,CTF3,primary_exact,,Q12748,CENPI_YEAST,S000004373,YLR381W,Inner kinetochore subunit CTF3 (CENP-I homolog) (Chromosome loss protein 3) (Chromosome transmission fidelity protein 3) (Constitutive centromere-associated network protein CTF3),733,befd4c61b595ea9bf85a81f65d2924ac841984443a4c073d951dc9e2fb795e00,4932.YLR381W,31640,,sce:YLR381W,GO:0000776; GO:0005634; GO:0006270; GO:0007059; GO:0007094; GO:0008608; GO:0034087; GO:0051301; GO:0051321,
787,CTF4,CTF4,primary_exact,,Q01454,CTF4_YEAST,S000006339,YPR135W,DNA polymerase alpha-binding protein (Chromosome replication protein CHL15) (Chromosome transmission fidelity protein 4) (Protein POB1),927,02e852319ebc562fd44e2e3e417f1d885ca099854a7332cee2473ce16a5812ea,4932.YPR135W,36302,,sce:YPR135W,GO:0000228; GO:0000278; GO:0000727; GO:0003682; GO:0005634; GO:0006261; GO:0006270; GO:0006281; GO:0006334; GO:0007064; GO:0034085; GO:0042802; GO:0043596,
788,CTF8,CTF8,primary_exact,,P38877,CTF8_YEAST,S000001234,YHR191C,Chromosome transmission fidelity protein 8,133,733ce9d0df013564f7278c78f83200c4113063c6aee31be3defee4613d1594c7,4932.YHR191C,36625,,sce:YHR191C,GO:0003677; GO:0006260; GO:0007064; GO:0031390; GO:0034398; GO:0035753,
789,CTI6,CTI6,primary_exact,,Q08923,CTI6_YEAST,S000006102,YPL181W,Histone deacetylase complex subunit CTI6 (CYC8-TUP1-interacting protein 6) (Transcriptional regulatory protein CTI6),506,81b111db32052843bb174926c14ce89b1cca5368b22fd50d6e5eaaa01a144cb4,4932.YPL181W,36001,,sce:YPL181W,GO:0005634; GO:0006334; GO:0006351; GO:0006357; GO:0008270; GO:0030174; GO:0033698; GO:0045893; GO:0061186; GO:0061188; GO:0070210; GO:0140002,
790,CTK1,CTK1,primary_exact,,Q03957,CTK1_YEAST,S000001622,YKL139W,CTD kinase subunit alpha (CTDK-I subunit alpha) (EC 2.7.11.23) (CTD kinase 58 kDa subunit) (CTD kinase subunit 1),528,5789acc31e7fea4eab4a2841105ac276b997f4d09e75bc6885869c8534b980fb,4932.YKL139W,33997,R-SCE-6796648;R-SCE-6798695,sce:YKL139W,GO:0004672; GO:0004693; GO:0005524; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0006351; GO:0006413; GO:0006974; GO:0008024; GO:0008353; GO:0031124; GO:0032786; GO:0032968; GO:0045903; GO:0045943; GO:0045944; GO:0070692,
791,CTK2,CTK2,primary_exact,,P46962,CTK2_YEAST,S000003543,YJL006C,CTD kinase subunit beta (CTDK-I subunit beta) (CTD kinase 38 kDa subunit) (CTD kinase subunit 2),323,5140d34fdb9d85259a85adc9ebecfcc9a260b9508b2eb6ed1a1bba720e713816,4932.YJL006C,33750,R-SCE-674695;R-SCE-6796648;R-SCE-6807505;R-SCE-9018519,sce:YJL006C,GO:0005634; GO:0005654; GO:0005730; GO:0005829; GO:0006351; GO:0006974; GO:0008024; GO:0016538; GO:0031124; GO:0032786; GO:0045903; GO:0045943; GO:0045944; GO:0061575; GO:0070692,
792,CTK3,CTK3,primary_exact,,P46963,CTK3_YEAST,S000004580,YML112W,CTD kinase subunit gamma (CTDK-I gamma subunit) (CTD kinase 32 kDa subunit) (CTD kinase subunit 3),296,7046151a075b039fdbd8e33499531f0daec485c0325043a3d8fe87da58084890,4932.YML112W,35092,,sce:YML112W,GO:0005654; GO:0005730; GO:0005737; GO:0006351; GO:0006974; GO:0016538; GO:0031124; GO:0032786; GO:0045903; GO:0045943; GO:0045944; GO:0070692,
793,CTM1,CTM1,primary_exact,,P38818,CTM1_YEAST,S000001151,YHR109W,Cytochrome c lysine N-methyltransferase 1 (EC 2.1.1.59),585,35bed65dc176e96f2c90fa6852f95ce122620c516c296f9c6ab99753c484cedb,4932.YHR109W,36542,,sce:YHR109W,GO:0000277; GO:0003713; GO:0005829; GO:0018022; GO:0042800; GO:0045944; GO:0046975,
794,CTO1,CTO1,primary_exact,,P25616,CTO1_YEAST,S000000608,YCR015C,Cold tolerance protein 1,317,7830019f9f3fa25c3d8e857aa43991d007f8a146bb91e081ad9505bcb7a2426f,4932.YCR015C,30993,,sce:YCR015C,GO:0006817; GO:0042131,
795,CTP1,CTP1,primary_exact,,P38152,TXTP_YEAST,S000000495,YBR291C,Tricarboxylate transport protein (Citrate transport protein) (CTP),299,39073dd1b7a180a361c5c96ba2f97f51f6aeaea6247ac07ed4307cd4f089772a,4932.YBR291C,32985,R-SCE-428643,sce:YBR291C,GO:0005371; GO:0005739; GO:0005743; GO:0006843; GO:0015297; GO:0055085; GO:0071913,
796,CTR1,CTR1,primary_exact,,P49573,CTR1_YEAST,S000006328,YPR124W,Copper transport protein CTR1 (Copper transporter 1),406,71964c9d3feafa8557d52fd0474adaab95960b0bdbd0741213594a7645769e1d,4932.YPR124W,36292,,sce:YPR124W,GO:0005375; GO:0005634; GO:0005737; GO:0005886; GO:0015677; GO:0016020; GO:0035434,
797,CTR3,CTR3,primary_exact,,Q06686,CTR3_YEAST,S000004403,YLR411W,Copper transport protein CTR3 (Copper transporter 3),241,a6e4a50fdba49a9c54781d52eadf8dd514452347b050cb1cedb741ad9152a31b,4932.YLR411W,31670,,sce:YLR411W,GO:0005375; GO:0005783; GO:0005886; GO:0015677; GO:0030659; GO:0035434,
798,CTR86,CTR86,primary_exact,,P25355,ATX10_YEAST,S000000650,YCR054C,Ataxin-10 homolog (Copper transport protein 86),563,114050bce30eef02d596387474e808d4818aa823dabfc734c5c0542dcbe5ca6a,4932.YCR054C,31034,,sce:YCR054C,GO:0005634; GO:0005737; GO:0005829; GO:0032465; GO:0051301,
799,CTR9,CTR9,primary_exact,,P89105,CTR9_YEAST,S000005505,YOL145C,RNA polymerase-associated protein CTR9 (Centromere-binding factor 1-dependent protein 1) (Cln three-requiring protein 9),1077,04cecbe0f36483499f54b75c68678d9bf0848c819f021129a7048b77690c0f48,4932.YOL145C,34272,,sce:YOL145C,GO:0000082; GO:0000791; GO:0000993; GO:0001015; GO:0003712; GO:0005634; GO:0006353; GO:0006357; GO:0006360; GO:0006362; GO:0006368; GO:0009302; GO:0016593; GO:0031124; GO:0031126; GO:0045142; GO:0060260; GO:0061629; GO:0090262; GO:1901525; GO:1990269; GO:2001209,
800,CTS1,CTS1,primary_exact,,P29029,CHIT_YEAST,S000004276,YLR286C,Endochitinase (EC 3.2.1.14) (Soluble cell wall protein 2),562,aec4120a8a3c4711a38cf1241fe721ca8876f7982d4bfd6d88dc4d398e5e20b3,4932.YLR286C,31551,,sce:YLR286C,GO:0000272; GO:0000324; GO:0000920; GO:0004568; GO:0005576; GO:0005635; GO:0005783; GO:0005935; GO:0006032; GO:0008061; GO:0008843; GO:0009277; GO:0071555,
801,CTS2,CTS2,primary_exact,,Q06350,CHI2_YEAST,S000002779,YDR371W,Sporulation-specific chitinase 2 (EC 3.2.1.14),511,9505fb1f899e43f93dd02afc4e5aaa7be03f52f8b0fedcdd6fd43dd0c3c30b4c,4932.YDR371W,32430,R-SCE-189085;R-SCE-6798695,sce:YDR371W,GO:0000272; GO:0004568; GO:0005576; GO:0005737; GO:0006032; GO:0008061; GO:0008843; GO:0030435; GO:0035885,
802,CTT1,CTT1,primary_exact,,P06115,CATT_YEAST,S000003320,YGR088W,Catalase T (EC 1.11.1.6),562,a41e8a710667e0bb2f81692c81d06885480c8f3fde5bcf399b2d9559099bf011,4932.YGR088W,33330,,sce:YGR088W,GO:0000302; GO:0004096; GO:0005737; GO:0005739; GO:0005777; GO:0020037; GO:0042542; GO:0042744; GO:0046872,
803,CUB1,CUB1,primary_exact,,Q08977,CUB1_YEAST,S000006181,YPL260W,Cu(2+) suppressing and bleomycin sensitive protein 1,551,892fe4b7f7205f71bfd73b2242857f882a72ceb441c267af9eafa0e287374b80,4932.YPL260W,35952,,sce:YPL260W,GO:0005634; GO:0005737,
804,CUE1,CUE1,primary_exact,,P38428,CUE1_YEAST,S000004877,YMR264W,Coupling of ubiquitin conjugation to ER degradation protein 1 (Kinetochore-defect suppressor 4),203,1cee2d93ae5bdbdab62baf464ea2877f05258ca463430a93667b66b4ff5c95c9,4932.YMR264W,35442,,sce:YMR264W,GO:0000837; GO:0000839; GO:0005739; GO:0005783; GO:0005789; GO:0036503; GO:0043130; GO:0097027; GO:0097051,
805,CUE2,CUE2,primary_exact,,P36075,CUE2_YEAST,S000001573,YKL090W,Endonuclease CUE2 (Coupling of ubiquitin conjugation to ER degradation protein 2),443,edf3e4bf1db85d67fb1e2bcaf3b36aa6a926f899c567fda853a75611ff3c7f80,4932.YKL090W,34043,,sce:YKL090W,GO:0004519; GO:0004521; GO:0022626; GO:0031593; GO:0043130; GO:0070530; GO:0070966; GO:0072344,
806,CUE3,CUE3,primary_exact,,P53137,CUE3_YEAST,S000003078,YGL110C,RQC trigger complex subunit CUE3 (CUE domain-containing protein 3) (Coupling of ubiquitin conjugation to ER degradation protein 3),624,d1b62f0edb2bbbb285ca4b2c64509bb5207c270ddacf59dc3d4f6165ef907bae,4932.YGL110C,33141,,sce:YGL110C,GO:0005737; GO:0022626; GO:0032790; GO:0043130; GO:0070530; GO:0072344; GO:1990116,
807,CUE4,CUE4,primary_exact,,Q04201,CUE4_YEAST,S000004568,YML101C,CUE domain-containing protein CUE4 (Coupling of ubiquitin conjugation to ER degradation protein 4),117,1544694a2484eb51a167bed119ab567c44e3ab2e9ec84d769a82bc142141da28,4932.YML101C,35042,,sce:YML101C,GO:0005737; GO:0005783; GO:0043130,
808,CUE5,CUE5,primary_exact,,Q08412,CUE5_YEAST,S000005568,YOR042W,Ubiquitin-binding protein CUE5 (Coupling of ubiquitin conjugation to ER degradation protein 5),411,404280b3167f49fdf70f33d1ed84ed81780225851aa3045fff674a1632283209,4932.YOR042W,34443,R-SCE-6798695,sce:YOR042W,GO:0005737; GO:0006511; GO:0006914; GO:0006995; GO:0030674; GO:0031624; GO:0036435; GO:0043130; GO:0070530,
809,CUL3,CUL3,primary_exact,,P53202,CUL3_YEAST,S000003235,YGR003W,Cullin-3 (Cullin-B),744,1fe1e3211092c3e32d2351950b0ea67fd698754eeda331c510681cab87eed5af,4932.YGR003W,33247,,sce:YGR003W,GO:0004842; GO:0005634; GO:0005737; GO:0006289; GO:0006511; GO:0009411; GO:0016567; GO:0031463; GO:0031625; GO:0034644; GO:0043161; GO:0070911; GO:0160072,PATHWAY: Protein modification; protein ubiquitination.
810,CUP1-1,CUP1-1,primary_exact,,P0CX80,MTCU1_YEAST,S000001095,YHR053C,Copper metallothionein 1-1 (Cu-MT) (Cu-metallothionein) (Copper chelatin) (Copper thionein),61,118fc0d17e5eee7e0b98f770844fade5a717e8a78d86cf8b1f81a13ffdbd269b,4932.YHR053C,36485,,sce:YHR053C;sce:YHR055C,GO:0004784; GO:0005507; GO:0005758; GO:0005829; GO:0010273; GO:0016209; GO:0019430; GO:0046688; GO:0046870; GO:0071585,
811,CUP2,CUP2,primary_exact,,P15315,CUP2_YEAST,S000003134,YGL166W,Transcriptional activator protein CUP2 (Copper-fist transcription factor),225,ba554d0325326db274e563a5804eee738b6f5a4d6776a872016842076383db5f,4932.YGL166W,33088,,sce:YGL166W,GO:0000978; GO:0000981; GO:0005507; GO:0005634; GO:0006351; GO:0006357; GO:0006878; GO:0006879; GO:0045944; GO:0046688; GO:1990169,
812,CUP9,CUP9,primary_exact,,P41817,CUP9_YEAST,S000006098,YPL177C,Homeobox protein CUP9,306,6a853bbd04bd268901d96ae76c4c1131940c5c4f9d7a90e87298a17e3f726d5a,4932.YPL177C,36006,,sce:YPL177C,GO:0000122; GO:0000978; GO:0001227; GO:0005634; GO:0043565; GO:0061629; GO:2000877; GO:2000879,
813,CUR1,CUR1,primary_exact,,Q06469,CUR1_YEAST,S000006362,YPR158W,Curing of [URE3] protein 1,252,ae9a5865aac57fdc3bf0401848f98d8323c7b801c5c1a0af9aaec5c618369c36,4932.YPR158W,36325,,sce:YPR158W,GO:0005634; GO:0006351; GO:0006457; GO:0006886; GO:0034504; GO:0051087,
814,CUS1,CUS1,primary_exact,,Q02554,CUS1_YEAST,S000004853,YMR240C,Cold sensitive U2 snRNA suppressor 1,436,2ea25057732aa1f9986fae8911bbe8b83192454d0e37e6ef698ab312e4d4a6e2,4932.YMR240C,35419,,sce:YMR240C,GO:0000245; GO:0000398; GO:0003723; GO:0005634; GO:0005684; GO:0005686; GO:0071004; GO:0071011; GO:0071013; GO:1903241,
815,CUS2,CUS2,primary_exact,,P53830,CUS2_YEAST,S000005230,YNL286W,Cold sensitive U2 snRNA suppressor 2,285,5000550945ca9fb9686eab5b55fddfb6e1a3b85dec30b9cc71013a981a25c6e1,4932.YNL286W,35551,,sce:YNL286W,GO:0000398; GO:0003723; GO:0005634; GO:0005684; GO:0005686; GO:0030620; GO:0034337; GO:1903241,
816,CUZ1,CUZ1,primary_exact,,P53899,CUZ1_YEAST,S000005099,YNL155W,CDC48-associated ubiquitin-like/zinc finger protein 1 (CDC48-associated UBL/Zn-finger protein 1),274,9d0367a072df90f0fb5bfaa390ac3fe50943309b55189c22ad4511371c2acae5,4932.YNL155W,35674,,sce:YNL155W,GO:0005634; GO:0005737; GO:0008270; GO:0035617; GO:0043161; GO:0070628; GO:0071243; GO:1903843,
817,CWC15,CWC15,primary_exact,,Q03772,CWC15_YEAST,S000002570,YDR163W,Pre-mRNA-splicing factor CWC15 (Complexed with CEF1 protein 15),175,3682e88f2f3bdef94e35d1bb631d59774599d2aca74a5fff401c46cf73bc1d4b,4932.YDR163W,32214,,sce:YDR163W,GO:0000398; GO:0003723; GO:0005634; GO:0005684; GO:0045292; GO:0071013,
818,CWC2,CWC2,primary_exact,,Q12046,CWC2_YEAST,S000002368,YDL209C,Pre-mRNA-splicing factor CWC2 (Complexed with CEF1 protein 2) (PRP19-associated complex protein 40) (Synthetic lethal with CLF1 protein 3),339,e2507a9c3e25a6e68494c2b7df36f1d8a1a355041ef23f9f5c1f16efd7170b0d,4932.YDL209C,31837,,sce:YDL209C,GO:0000387; GO:0000398; GO:0000974; GO:0008270; GO:0017070; GO:0033120; GO:0036002; GO:0045292; GO:0045787; GO:0071006; GO:0071007,
819,CWC21,CWC21,primary_exact,,Q03375,CWC21_YEAST,S000002890,YDR482C,Pre-mRNA-splicing factor CWC21 (Complexed with CEF1 protein 21),135,ba8a53a997e564fb8e1b250475f0b751f84176c17cf0ff2b8c796781852bf704,4932.YDR482C,32534,,sce:YDR482C,GO:0000398; GO:0005684; GO:0005737,
820,CWC22,CWC22,primary_exact,,P53333,CWC22_YEAST,S000003510,YGR278W,Pre-mRNA-splicing factor CWC22 (Complexed with CEF1 protein 22),577,393b5653b9537c76125c5bf7ebba36d4fcd7a401ff0119538a1404c5d611d410,4932.YGR278W,33528,,sce:YGR278W,GO:0000398; GO:0003723; GO:0005684; GO:0005737; GO:0071013,
821,CWC23,CWC23,primary_exact,,P52868,CWC23_YEAST,S000003096,YGL128C,Pre-mRNA-splicing factor CWC23 (Complexed with CEF1 protein 23),283,920e935156035b131c36164ab9fe563bfde642236fc13d404ee8c5520e520e59,4932.YGL128C,33123,,sce:YGL128C,GO:0000390; GO:0000398; GO:0005681; GO:0005684; GO:0005737,
822,CWC24,CWC24,primary_exact,,P53769,CWC24_YEAST,S000004315,YLR323C,Pre-mRNA-splicing factor CWC24 (Complexed with CEF1 protein 24),259,42c3cc58d342d47777b255d2541e64d720a5f198cecfe020e709d5ff214e0c02,4932.YLR323C,31586,,sce:YLR323C,GO:0000349; GO:0000398; GO:0003677; GO:0004842; GO:0005634; GO:0005681; GO:0005684; GO:0008270; GO:0034247,
823,CWC25,CWC25,primary_exact,,P53854,CWC25_YEAST,S000005189,YNL245C,Pre-mRNA-splicing factor CWC25 (Complexed with CEF1 protein 25),179,c20d38d3cf01a8dfcd60b4d78ac3d7116662b74de33f532536e05f541fb0b8bf,4932.YNL245C,35594,,sce:YNL245C,GO:0000384; GO:0000398; GO:0005684,
824,CWC27,CWC27,primary_exact,,Q02770,CWC27_YEAST,S000005985,YPL064C,Peptidyl-prolyl isomerase CWC27 (PPIase CWC27) (EC 5.2.1.8) (Complexed with CEF1 protein 27) (Rotamase CWC27),301,4ac3f6a81ec3ee854f2a1f3c20932c9572dfdb2ef80f5c44dd901226d74e7e68,4932.YPL064C,36115,,sce:YPL064C,GO:0000398; GO:0003755; GO:0005684; GO:0005737; GO:0071013,
825,CWH41,CWH41,primary_exact,,P53008,CWH41_YEAST,S000002995,YGL027C,Mannosyl-oligosaccharide glucosidase (EC 3.2.1.106) (Processing A-glucosidase I) (Glucosidase I),833,234019fdea8d893e411e91812421bced9cb2bfe0f7881a14a2bddf7583116005,4932.YGL027C,33220,,sce:YGL027C,GO:0000324; GO:0004573; GO:0005789; GO:0006487; GO:0009272; GO:0009311; GO:0070880; GO:0140277,PATHWAY: Glycan metabolism; N-glycan degradation. {ECO:0000305}.
826,CWH43,CWH43,primary_exact,,P25618,CWH43_YEAST,S000000610,YCR017C,Protein CWH43 (Calcofluor white hypersensitive protein),953,0b8203ea4cc2e04e3e8b1a50ec499b380df6eb9220d46d10a21e49735f87f116,4932.YCR017C,30996,,sce:YCR017C,GO:0005783; GO:0005789; GO:0005886; GO:0005934; GO:0005935; GO:0006505; GO:0006506; GO:0031505; GO:0071555,
827,CWP1,CWP1,primary_exact,,P28319,CWP1_YEAST,S000001579,YKL096W,Cell wall protein CWP1 (Glycoprotein GP40),239,81ac9f465f94e78cf2d2d48e53b4d93293490db25a32d33e83f9161c94884d25,4932.YKL096W,34037,,sce:YKL096W,GO:0000324; GO:0005199; GO:0005628; GO:0009277; GO:0031505; GO:0032120; GO:0071597; GO:0098552,
828,CWP2,CWP2,primary_exact,,P43497,CWP2_YEAST,S000001956,YKL096W-A,Cell wall protein CWP2 (Low pH resistance protein 1),92,b62d558fa8dc9c2f96ca79e98b94b3c8994ba78d62a0d201d0e8aa655ee93913,4932.YKL096W-A,34036,,sce:YKL096W-A,GO:0005199; GO:0005829; GO:0009277; GO:0031505; GO:0098552,
829,CYB2,CYB2,primary_exact,,P00175,CYB2_YEAST,S000004518,YML054C,L-lactate dehydrogenase (cytochrome) (EC 1.1.2.3) (Cytochrome b2) (Flavocytochrome b2) (FCB2) (L-lactate ferricytochrome c oxidoreductase) (L-LCR),591,5872b9939ee3ecd548482387b55ebc27c6d9ca4cc42a8320980422cb8411d313,4932.YML054C,35113,,sce:YML054C,GO:0004460; GO:0005634; GO:0005739; GO:0005743; GO:0005758; GO:0005829; GO:0006089; GO:0020037; GO:0022904; GO:0046872,
830,CYB5,CYB5,primary_exact,,P40312,CYB5_YEAST,S000005055,YNL111C,Cytochrome b5,120,51e08e1d54884273bac03409a155e152f3329368b0a385079e85a57489e38676,4932.YNL111C,35714,R-SCE-196836;R-SCE-9609523,sce:YNL111C,GO:0005783; GO:0005789; GO:0009055; GO:0016126; GO:0020037; GO:0046872,
